DateStock,No_,Description,Gen_Prod_Posting Group,Quantité,Cout,Site,Encours,Nom abrégé,GroupeItem,GroupeClient,Quantit
2026-02-28, ART-1300 ,Article Industriel 300 Electronique,EMBALLAGE,879.95,466.99,ATELIER 1,0,ART-300,ELECTRONIQUE,EXPORT_EU,879.95
2026-04-15,ART-1208,Article Industriel 208 Metallurgie,PROD_FINI,1177.29,643.28,DEPOT NORD,1,ART-208,METALLURGIE,DIVERS_LOCAL,1177.29
2026-01-31,ART-1487,Article Industriel 487 Divers,COMPOSANT,241.07,141.51,DEPOT NORD,0,ART-487,DIVERS,DIVERS_LOCAL,241.07
2026-02-05,ART-1609,Article Industriel 609 Divers,PROD_FINI,740.82,133.73,DEPOT B,1,ART-609,DIVERS,CLIENT_AERO,740.82
2026-02-28,ART-1054,Article Industriel 54 Divers,COMPOSANT,807.98,233.77,ATELIER 1,0,ART-54,DIVERS,CLIENT_AUTO,807.98
2026-03-15,ART-1099,Article Industriel 99 Divers,COMPOSANT,988.82,224.09,DEPOT B,0,ART-99,DIVERS,DIVERS_LOCAL,988.82
2026-02-28,ART-1744,Article Industriel 744 Metallurgie,MAT_PREM,184.03,527.32,ATELIER 1,0,ART-744,METALLURGIE,INTERNE,184.03
2026-02-15,ART-1405,Article Industriel 405 Plastique,PROD_FINI,496.67,93.82,ATELIER 1,0,ART-405,PLASTIQUE,EXPORT_EU,496.67
2026-03-15,ART-1442,Article Industriel 442 Metallurgie,EMBALLAGE,636.25,219.86,DEPOT A,0,ART-442,METALLURGIE,INTERNE,636.25
2026-03-31,ART-1221,Article Industriel 221 Emballage,ACHAT_DIR,741.06,1.72,DEPOT B,0,ART-221,EMBALLAGE,CLIENT_AERO,741.06
2026-02-15,ART-1354,Article Industriel 354 Emballage,ACHAT_DIR,1302.91,263.58,DEPOT NORD,0,ART-354,EMBALLAGE,CLIENT_AUTO,1302.91
2026-03-31,ART-1720,Article Industriel 720 Visserie,COMPOSANT,670.19,850000.00,ATELIER 1,0,ART-720,VISSERIE,CLIENT_AUTO,670.19
2026-01-15,ART-1009,Piston Aluminium Ø40mm,COMPOSANT,718.93,39.78 TND,DEPOT NORD,0,PIST-ALU40,METALLURGIE,CLIENT_AERO,718.93
2026-04-05,ART-1167,Article Industriel 167 Metallurgie,PROD_FINI,1499.73,"35,7",ATELIER 1,0,ART-167,METALLURGIE,CLIENT_AUTO,1499.73
2026-02-28,ART-1124,Article Industriel 124 Electronique,EMBALLAGE,152.47,232.7,ATELIER 1,0,ART-124,ELECTRONIQUE,INTERNE,152.47
2026-03-15,ART-1576,Article Industriel 576 Visserie,COMPOSANT,965.71,,ATELIER 1,0,ART-576,VISSERIE,EXPORT_EU,965.71
2026-04-30,ART-1398,Article Industriel 398 Hydraulique,MAT_PREM,1389.91,16.91,DEPOT B,0,ART-398,HYDRAULIQUE,EXPORT_EU,1389.91
2026-02-05,ART-1284,Article Industriel 284 Metallurgie,COMPOSANT,911.51,127.65,MAGASIN CENTRAL,0,ART-284,METALLURGIE,INTERNE,91.15
2026-01-15,ART-1509,Article Industriel 509 Emballage,ACHAT_DIR,762.89,561.24,DEPOT NORD,0,ART-509,EMBALLAGE,EXPORT_EU,762.89
2026-01-15,ART-1076,ARTICLE INDUSTRIEL 76 PLASTIQUE,MAT_PREM,138.06,589.26,DEPOT B,1,ART-76,PLASTIQUE,CLIENT_AUTO,138.06
2026-04-30,ART-1724,Article Industriel 724 Divers,EMBALLAGE,290.35,610.18,DEPOT B,0,ART-724,DIVERS,DIVERS_LOCAL,290.35
15/04/2026,ART-1507,Article Industriel 507 Electronique,MAT_PREM,510.19,395.28,ATELIER 1,0,ART-507,ELECTRONIQUE,CLIENT_AERO,510.19
2026-03-15,ART-1503,Article Industriel 503 Hydraulique,EMBALLAGE,1393.32,446.23,MAGASIN CENTRAL,0,ART-503,HYDRAULIQUE,DIVERS_LOCAL,1393.32
2026-01-15,ART-1621,Article Industriel 621 Emballage,ACHAT_DIR,827.49,581.69,ATELIER 1,0,ART-621,EMBALLAGE,CLIENT_AERO,827.49
2026-04-05,ART-1154,Article Industriel 154 Emballage,EMBALLAGE,335.08,154.57,DEPOT NORD,0,ART-154,EMBALLAGE,EXPORT_EU,335.08
2026-02-05,ART-1477,Article Industriel 477 Hydraulique,COMPOSANT,1147.55,275.04,DEPOT B,0,ART-477,HYDRAULIQUE,INTERNE,1147.55
2026-03-05,ART-1221,Article Industriel 221 Emballage,ACHAT_DIR,95.9,502.01,ATELIER 1,0,ART-221,EMBALLAGE,EXPORT_EU,95.9
2026-04-05,ART-1559,Article Industriel 559 Divers,MAT_PREM,53.88,139.22,ATELIER 1,1,ART-559,DIVERS,EXPORT_EU,53.88
2026-02-28,ART-1435,Article Industriel 435 Hydraulique,EMBALLAGE,341.02,267.25,DEPOT NORD,1,ART-435,HYDRAULIQUE,DIVERS_LOCAL,341.02
2026-02-05,ART-1791,Article Industriel 791 Visserie,EMBALLAGE,506.2,33.03,DEPOT A,0,ART-791,VISSERIE,CLIENT_AUTO,506.2
2026-04-15,ART-1085,Article Industriel 85 Electronique,ACHAT_DIR,807.16 u,401.01,ATELIER 1,0,ART-85,ELECTRONIQUE,INTERNE,807.16
2026-03-15,ART-1475,Article Industriel 475 Hydraulique,COMPOSANT,182.3,483.13,DEPOT A,0,ART-475,HYDRAULIQUE,INTERNE,182.3
2026-04-05,ART-1388,Article Industriel 388 Metallurgie,ACHAT_DIR,1461.39,373.8,MAGASIN CENTRAL,1,ART-388,METALLURGIE,INTERNE,1461.39
2026-01-31,art-1063,Article Industriel 63 Metallurgie,COMPOSANT,516.41,209.99,DEPOT NORD,1,ART-63,METALLURGIE,DIVERS_LOCAL,516.41
2026-02-15,ART-1074,Article Industriel 74 Plastique,COMPOSANT,284.82,33.04,DEPOT B,1,ART-74,PLASTIQUE,CLIENT_AERO,284.82
2026-04-15,ART-1488,Article Industriel 488 Visserie,PROD_FINI,55.67,451.9,DEPOT A,0,ART-488,VISSERIE,DIVERS_LOCAL,5.57
2026-02-05,ART-1463,Article Industriel 463 Emballage,PROD_FINI,873.67,611.72,DEPOT NORD,0,ART-463,EMBALLAGE,CLIENT_AUTO,873.67
2026-04-30,ART-1753,Article Industriel 753 Divers,COMPOSANT,1378.72,184.58,DEPOT B,0,ART-753,DIVERS,CLIENT_AERO,1378.72
2026-03-05,ART-1306,Article Industriel 306 Electronique,PROD_FINI,830.48,38.53,MAGASIN CENTRAL,1,ART-306,ELECTRONIQUE,EXPORT_EU,830.48
2026-02-15,ART-1289,Article Industriel 289 Plastique,COMPOSANT,350.35,553.62,DEPOT A,0,ART-289,PLASTIQUE,CLIENT_AERO,350.35
2026-03-31,ART-1585,Article Industriel 585 Divers,EMBALLAGE,914.59,241.04,DEPOT A,0,ART-585,DIVERS,DIVERS_LOCAL,914.59
2026-04-05,ART-1349,article industriel 349 metallurgie,PROD_FINI,888.85,11.14,DEPOT B,0,ART-349,METALLURGIE,CLIENT_AERO,888.85
2026-03-15,ART-1083,Article Industriel 83 Plastique,COMPOSANT,212.32,23.23,ATELIER 1,1,ART-83,PLASTIQUE,INTERNE,212.32
2026-01-31, ART-1029 ,Article Industriel 29 Plastique,MAT_PREM,1346.37,568.71,DEPOT A,0,ART-29,PLASTIQUE,CLIENT_AUTO,1346.37
2026-03-05,ART-1353,Article Industriel 353 Emballage,COMPOSANT,1106.87,41.35,DEPOT B,0,ART-353,EMBALLAGE,EXPORT_EU,1106.87
2026-03-05,ART-1391,Article Industriel 391 Plastique,EMBALLAGE,643.0,608.72,DEPOT NORD,0,ART-391,PLASTIQUE,CLIENT_AUTO,643.0
2026-03-31,ART-1653,Article Industriel 653 Plastique,MAT_PREM,688.9,347.27,DEPOT NORD,0,ART-653,PLASTIQUE,EXPORT_EU,688.9
2026-02-15,ART-1048,Article Industriel 48 Hydraulique,COMPOSANT,1431.21,465.62,DEPOT NORD,0,ART-48,HYDRAULIQUE,INTERNE,1431.21
2026-02-28,ART-1423,Article Industriel 423 Visserie,COMPOSANT,1169.98,114.25,DEPOT A,1,ART-423,VISSERIE,CLIENT_AUTO,1169.98
2026-03-15,ART-1344,Article Industriel 344 Electronique,ACHAT_DIR,251.68,111.4,DEPOT NORD,1,ART-344,ELECTRONIQUE,CLIENT_AUTO,251.68
2026-01-05,ART-1248,Article Industriel 248 Plastique,EMBALLAGE,341.91,330.71, DEPOT B ,0,ART-248,PLASTIQUE,EXPORT_EU,341.91
2026-01-31,ART-1536,Article Industriel 536 Hydraulique,ACHAT_DIR,942.53,108.2,DEPOT NORD,0,ART-536,HYDRAULIQUE,DIVERS_LOCAL,942.53
2026-02-28,ART-1614,Article Industriel 614 Hydraulique,COMPOSANT,1075.5,564.2,DEPOT NORD,0,ART-614,HYDRAULIQUE,INTERNE,1075.5
2026-04-30,ART-1202,Article Industriel 202 Visserie,EMBALLAGE,246.13,219.82,DEPOT NORD,1,ART-202,VISSERIE,CLIENT_AERO,246.13
2026-02-28,ART-1523,Article Industriel 523 Emballage   ,PROD_FINI,1071.02,25.59,MAGASIN CENTRAL,0,ART-523,EMBALLAGE,EXPORT_EU,1071.02
2026-03-31,ART-1364,Article Industriel 364 Electronique,PROD_FINI,1214.17,509.02,DEPOT A,0,ART-364,ELECTRONIQUE,EXPORT_EU,121.42
2026-01-31,ART-1247,Article Industriel 247 Divers,ACHAT_DIR,681.91,355.1,DEPOT B,0,ART-247,DIVERS,EXPORT_EU,681.91
2026-01-15,ART-1552,Article Industriel 552 Divers,MAT_PREM,277.35,515.31,DEPOT A,1,ART-552,DIVERS,DIVERS_LOCAL,277.35
2026-04-30,ART-1467,Article Industriel 467 Visserie,COMPOSANT,1101.62,,DEPOT A,1,ART-467,VISSERIE,CLIENT_AERO,1101.62
2026-03-05,ART-1344,Article Industriel 344 Electronique,ACHAT_DIR,1107.8,386.27,DEPOT A,0,ART-344,ELECTRONIQUE,EXPORT_EU,1107.8
2026-03-31,ART-1670,Article Industriel 670 Plastique,PROD_FINI,745.26,628.55,DEPOT A,0,ART-670,PLASTIQUE,DIVERS_LOCAL,745.26
2026-01-15,ART-1209,Article Industriel 209 Electronique,COMPOSANT,683.28,66.96,DEPOT B,99,ART-209,ELECTRONIQUE,DIVERS_LOCAL,683.28
2026-01-31,ART-1392,Article Industriel 392 Plastique,MAT_PREM,741.24,555.63,DEPOT B,0,ART-392,PLASTIQUE,DIVERS_LOCAL,741.24
2026-04-30,ART-1467,Article Industriel 467 Visserie,COMPOSANT,782.83,341.39,MAGASIN CENTRAL,0,ART-467,VISSERIE,INTERNE,782.83
2026-02-05,ART-1738,Article Industriel 738 Plastique,ACHAT_DIR,735.06,454.61,ATELIER 1,1,ART-738,PLASTIQUE,DIVERS_LOCAL,735.06
2026-02-05,ART-1276,Article Industriel 276 Emballage,COMPOSANT,727.31,371.55,ATELIER 1,0,ART-276,EMBALLAGE,EXPORT_EU,727.31
2026-02-28,ART-1770,Article Industriel 770 Emballage,PROD_FINI,1281.67,106.63,MAGASIN CENTRAL,1,ART-770,ÉMBALLAGÉ,EXPORT_EU,1281.67
2026-04-30,ART-1034,Article Industriel 34 Plastique,PROD_FINI,476.72,392.19,DEPOT B,0,ART-34,PLASTIQUE,EXPORT_EU,476.72
2026-03-15,ART-1488,Article Industriel 488 Visserie,PROD_FINI,1311.06,358.95,DEPOT A,0,ART-488,VISSERIE,CLIENT_AERO,1311.06
2026-01-31,ART-1577,Article Industriel 577 Hydraulique,COMPOSANT,27.6,196.44,DEPOT NORD,0,ART-577,HYDRAULIQUE,CLIENT_AUTO,27.6
2026-03-15,ART-1774,Article Industriel 774 Plastique,MAT_PREM,1170.35,124.93,MAGASIN CENTRAL,0,ART-774,PLASTIQUE,DIVERS_LOCAL,1170.35
2026-04-15,ART-1519,Article Industriel 519 Metallurgie,COMPOSANT,0,13.45,MAGASIN CENTRAL,0,ART-519,METALLURGIE,EXPORT_EU,1419.77
2026-04-15,ART-1697,Article Industriel 697 Electronique,PROD_FINI,402.06,368.75,MAGASIN CENTRAL,1,ART-697,ELECTRONIQUE,INTERNE,402.06
2026-02-28,ART-1555,Article Industriel 555 Visserie,MAT_PREM,1071.3,-634.48,ATELIER 1,1,ART-555,VISSERIE,CLIENT_AUTO,1071.3
2026-01-15,ART-1229,Article Industriel 229 Plastique,COMPOSANT,119.06,618.78,DEPOT NORD,0,ART-229,PLASTIQUE,CLIENT_AUTO,119.06
2026-03-05,ART-1148,Article Industriel 148 Plastique,COMPOSANT,1160.66,466.03,DEPOT A,0,ART-148,PLASTIQUE,DIVERS_LOCAL,1160.66
2026-04-15,ART-1260,Article Industriel 260 Metallurgie,MAT_PREM,604.42,55.2,DEPOT NORD,0,ART-260,METALLURGIE,EXPORT_EU,604.42
2026-01-15,ART-1654,Article Industriel 654 Metallurgie,MAT_PREM,891.15,186.96,DEPOT B,0,ART-654,METALLURGIE,DIVERS_LOCAL,891.15
2026-03-05,ART-1760,Article Industriel 760 Emballage,COMPOSANT,639.46,345.53,ATELIER 1,0,ART-760,EMBALLAGE,CLIENT_AUTO,639.46
2026-04-05,ART-1770,Article Industriel 770 Emballage,PROD_FINI,364.6,312.99,DEPOT NORD,0,ART-770,EMBALLAGE,DIVERS_LOCAL,364.6
2026-01-31,ART-1003,Rondelle M8 Acier Zingué,COMPOSANT,1106.26,404.14,ATELIER 1,0,ROND-M8,VISSERIE,EXPORT_EU,1106.26
2026-01-31,ART-1607,Article Industriel 607 Plastique,EMBALLAGE,1305.68,536.52,MAGASIN CENTRAL,1,ART-607,PLASTIQUE,DIVERS_LOCAL,1305.68
2026-01-15,ART-1304,Article Industriel 304 Plastique,EMBALLAGE,1261.6,327.86,ATELIER 1,1,ART-304,PLASTIQUE,CLIENT_AERO,1261.6
2026-03-31,ART-1665,Article Industriel 665 Plastique,PROD_FINI,858.46,268.05,MAGASIN CENTRAL,0,ART-665,PLASTIQUE,INTERNE,858.46
05/03/2026,ART-1274,Article Industriel 274 Metallurgie,COMPOSANT,475.07,543.31,MAGASIN CENTRAL,0,ART-274,METALLURGIE,CLIENT_AUTO,475.07
2026-04-30,ART-1086,Article Industriel 86 Divers,COMPOSANT,1210.58,158.28,DEPOT NORD,0,ART-86,DIVERS,EXPORT_EU,1210.58
2026-02-05,ART-1746,Article Industriel 746 Divers,EMBALLAGE,488.02,70.11,DEPOT A,0,ART-746,DIVERS,CLIENT_AERO,488.02
2026-04-15,ART-1793,Article Industriel 793 Metallurgie,MAT_PREM,297.81,183.13,ATELIER 1,0,ART-793,METALLURGIE,DIVERS_LOCAL,297.81
2026-04-05,ART-1731,Article Industriel 731 Electronique,EMBALLAGE,769.33,117.56,ATELIER 1,0,ART-731,ELECTRONIQUE,DIVERS_LOCAL,769.33
,ART-1643,Article Industriel 643 Electronique,EMBALLAGE,751.78,522.07,ATELIER 1,0,ART-643,ELECTRONIQUE,DIVERS_LOCAL,751.78
2026-02-28,ART-1479,Article Industriel 479 Visserie,PROD_FINI,1441.15,850000.00,DEPOT B,0,ART-479,VISSERIE,CLIENT_AERO,1441.15
2026-03-05,ART-1041,Article Industriel 41 Emballage,PROD_FINI,1481.47,628.63,MAGASIN CENTRAL,0,ART-41,EMBALLAGE,DIVERS_LOCAL,1481.47
2026-02-05,ART-1660,Article Industriel 660 Hydraulique,COMPOSANT,1261.98,494.17,DEPOT NORD,1,ART-660,HYDRAULIQUE,EXPORT_EU,1261.98
2026-01-05,ART-1085,Article Industriel 85 Electronique,ACHAT_DIR,208.75,559.99,MAGASIN CENTRAL,0,ART-85,ELECTRONIQUE,CLIENT_AERO,208.75
2026-04-05,ART-1190,Article Industriel 190 Visserie,MAT_PREM,135.24,509.44,DEPOT NORD,0,ART-190,VISSERIE,CLIENT_AUTO,135.24
2026-01-05,ART-1698,Article Industriel 698 Electronique,MAT_PREM,636.25,452.93,ATELIER 1,0,ART-698,ELECTRONIQUE,DIVERS_LOCAL,636.25
2026-04-30,ART-1251,Article Industriel 251 Emballage,MAT_PREM,295.85,18.23,DEPOT NORD,0,ART-251,EMBALLAGE,INTERNE,295.85
2026-02-28,ART-1711,Article Industriel 711 Emballage,COMPOSANT,1236.0,261.09,MAGASIN CENTRAL,1,ART-711,EMBALLAGE,EXPORT_EU,1236.0
2026-03-31,ART-1047,Article Industriel 47 Metallurgie,MAT_PREM,47.8,593.55,DEPOT A,0,ART-47,METALLURGIE,CLIENT_AERO,47.8
2026-01-15,ART-1314,Article Industriel 314 Metallurgie,EMBALLAGE,438.71,3.23,ATELIER 1,1,ART-314,METALLURGIE,DIVERS_LOCAL,438.71
2026-03-31,ART-1296,Article Industriel 296 Divers,COMPOSANT,400.67,596.8,DEPOT B,1,ART-296,DIVERS,CLIENT_AUTO,400.67
2026-01-31,ART-1057,Article Industriel 57 Divers,,893.7,327.69,MAGASIN CENTRAL,1,ART-57,DIVERS,CLIENT_AUTO,893.7
2026-02-15,ART-1245,Article Industriel 245 Divers,MAT_PREM,245.04,453.38,DEPOT A,1,ART-245,DIVERS,EXPORT_EU,245.04
2026-04-30,ART-1014,Granulé Polypropylène PP500,MAT_PREM,169.06,494.39,MAGASIN CENTRAL,0,GRAN-PP500,PLASTIQUE,CLIENT_AERO,169.06
2026-02-15,ART-1020,Carton Ondulé Double Cannelure,EMBALLAGE,489.69,591.2,ATELIER 1,1,CART-DOUBL,EMBALLAGE,EXPORT_EU,489.69
2026-04-05,ART-1143,Article Industriel 143 Visserie,MAT_PREM,535.85,439.82,ATELIER 1,0,ART-143,VISSERIE,CLIENT_AERO,535.85
2026-01-15,ART-1642,Article Industriel 642 Hydraulique,ACHAT_DIR,300.58,412.06,DEPOT A,0,ART-642,HYDRAULIQUE,DIVERS_LOCAL,300.58
2026-01-31,ART-1185,Article Industriel 185 Plastique,PROD_FINI,683.36,377.26,DEPOT NORD,0,ART-185,PLASTIQUE,EXPORT_EU,683.36
2026-01-31,ART-1311,Article Industriel 311 Plastique,EMBALLAGE,731.79,332.06,DEPOT A,0,ART-311,PLASTIQUE,CLIENT_AERO,731.79
2026-02-15,ART-1181,Article Industriel 181 Emballage,EMBALLAGE,1330.85 u,374.04,DEPOT A,0,ART-181,EMBALLAGE,CLIENT_AERO,1330.85
2026-03-31,ART-1794,Article Industriel 794 Metallurgie   ,EMBALLAGE,216.54,618.27,DEPOT B,0,ART-794,METALLURGIE,CLIENT_AERO,216.54
2026-03-31,ART-1685,Article Industriel 685 Metallurgie,ACHAT_DIR,644.86,601.93,ATELIER 1,0,ART-685,METALLURGIE,DIVERS_LOCAL,644.86
2026-01-15,ART-1301,Article Industriel 301 Hydraulique,EMBALLAGE,89.66,36.17,DEPOT NORD,0,ART-301,HYDRAULIQUE,CLIENT_AUTO,89.66
2026-04-15,ART-1445,Article Industriel 445 Emballage,PROD_FINI,248.85,443.98,DEPOT B,1,ART-445,EMBALLAGE,CLIENT_AUTO,248.85
2026-03-05,ART-1133,Article Industriel 133 Divers,PROD_FINI,1071.44,331.28,DEPOT NORD,0,ART-133,DIVERS,CLIENT_AUTO,1071.44
2026-04-05,ART-1048,Article Industriel 48 Hydraulique,COMPOSANT,1306.71,641.47,DEPOT A,1,ART-48,HYDRAULIQUE,DIVERS_LOCAL,1306.71
2026-04-30,ART-1712,Article Industriel 712 Electronique,COMPOSANT,576.76,417.0,DEPOT NORD,0,ART-712,ELECTRONIQUE,CLIENT_AUTO,57.68
2026-04-30,ART-1679,Article Industriel 679 Electronique,EMBALLAGE,731.31,118.92,ATELIER 1,0,ART-679,ELECTRONIQUE,DIVERS_LOCAL,731.31
2026-02-28,ART-1391,,EMBALLAGE,924.61,16.98,MAGASIN CENTRAL,0,ART-391,PLASTIQUE,CLIENT_AUTO,924.61
2026-02-15,ART-1378,Article Industriel 378 Emballage,ACHAT_DIR,1138.34,479.51,DEPOT NORD,0,ART-378,EMBALLAGE,INTERNE,1138.34
2026-01-15,ART-1541,Article Industriel 541 Hydraulique,PROD_FINI,661.64,158.04,MAGASIN CENTRAL,0,ART-541,HYDRAULIQUE,CLIENT_AERO,661.64
2026-03-15,ART-1100,Article Industriel 100 Divers,MAT_PREM,94.59,326.35,DEPOT B,0,ART-100,DIVERS,DIVERS_LOCAL,94.59
2026-02-28,ART-1555,Article Industriel 555 Visserie,MAT_PREM,338.16,23.2,DEPOT B,0,ART-555,VISSERIE,EXPORT_EU,338.16
2026-02-15,ART-1553,Article Industriel 553 Metallurgie,COMPOSANT,219.16,478.82,DEPOT B,0,ART-553,METALLURGIE,DIVERS_LOCAL,219.16
2026-03-15,ART-1591,ARTICLE INDUSTRIEL 591 ELECTRONIQUE,EMBALLAGE,624.7,350.02,ATELIER 1,0,ART-591,ELECTRONIQUE,CLIENT_AUTO,624.7
2026-04-30,ART-1045,Article Industriel 45 Emballage,COMPOSANT,0,419.73,ATELIER 1,0,ART-45,EMBALLAGE,INTERNE,227.44
2026-02-15,ART-1557,Article Industriel 557 Divers,MAT_PREM,1169.57,215.65,DEPOT B,1,ART-557,DIVERS,INTERNE,1169.57
2026-03-15,ART-1424,Article Industriel 424 Emballage,ACHAT_DIR,1469.48,286.49,DEPOT NORD,0,ART-424,EMBALLAGE,CLIENT_AERO,1469.48
2026-03-05,ART-1732,Article Industriel 732 Electronique,COMPOSANT,1251.18,14.71,ATELIER 1,0,ART-732,ELECTRONIQUE,CLIENT_AERO,1251.18
2026-03-05,ART-1067,Article Industriel 67 Electronique,COMPOSANT,1191.44,131.94,DEPOT B,1,ART-67,ELECTRONIQUE,DIVERS_LOCAL,1191.44
2026-04-15,ART-1771,Article Industriel 771 Plastique,ACHAT_DIR,745.83,465.2,DEPOT NORD,0,ART-771,PLASTIQUE,CLIENT_AERO,745.83
2026-04-30,ART-1561,Article Industriel 561 Metallurgie,ACHAT_DIR,1170.96,66.23,ATELIER 1,0,ART-561,METALLURGIE,DIVERS_LOCAL,1170.96
2026-04-05,ART-1404,Article Industriel 404 Emballage,MAT_PREM,379.61,536.16,ATELIER 1,0,ART-404,EMBALLAGE,CLIENT_AUTO,379.61
2026-04-05,ART-1416,Article Industriel 416 Hydraulique,MAT_PREM,1267.53,850000.00,DEPOT NORD,0,ART-416,HYDRAULIQUE,CLIENT_AERO,1267.53
2026-03-05,ART-1626,Article Industriel 626 Plastique,EMBALLAGE,1241.24,42.39,ATELIER 1,0,ART-626,plastique,CLIENT_AUTO,1241.24
2026-03-31,ART-1430,Article Industriel 430 Visserie,ACHAT_DIR,715.6,17.73,DEPOT B,0,ART-430,VISSERIE,EXPORT_EU,715.6
2026-03-31,ART-1078,Article Industriel 78 Metallurgie,COMPOSANT,1369.52,295.95,DEPOT A,1,ART-78,METALLURGIE,INTERNE,1369.52
2026-03-31,ART-1498,Article Industriel 498 Visserie,MAT_PREM,692.38,565.26,ATELIER 1,0,ART-498,VISSERIE,INTERNE,692.38
2026-04-30,ART-1425,Article Industriel 425 Emballage,MAT_PREM,368.53,310.93,DEPOT A,0,ART-425,EMBALLAGE,INTERNE,368.53
2026-02-28,ART-1521,Article Industriel 521 Visserie,ACHAT_DIR,1215.89,850000.00,ATELIER 1,0,ART-521,VISSERIE,INTERNE,1215.89
2026-02-15,ART-1310,Article Industriel 310 Hydraulique,COMPOSANT,281.45,184.37,MAGASIN CENTRAL,1,ART-310,HYDRAULIQUE,DIVERS_LOCAL,281.45
2026-03-31,ART-1598,Article Industriel 598 Metallurgie,MAT_PREM,112.84,504.45,DEPOT A,1,ART-598,METALLURGIE,INTERNE,112.84
2026-03-15,ART-1454,Article Industriel 454 Plastique,COMPOSANT,621.8,850000.00,DEPOT NORD,1,ART-454,PLASTIQUE,CLIENT_AUTO,621.8
2026-04-15,ART-1334,Article Industriel 334 Electronique,MAT_PREM,1434.06,396.28,ATELIER 1,0,ART-334,ELECTRONIQUE,CLIENT_AERO,1434.06
2026-02-15,ART-1783,Article Industriel 783 Emballage,COMPOSANT,899.76,338.28,DEPOT A,0,ART-783,EMBALLAGE,CLIENT_AERO,899.76
2026-02-15,,Article Industriel 41 Emballage,PROD_FINI,640.88,635.1,ATELIER 1,0,ART-41,EMBALLAGE,CLIENT_AUTO,640.88
2026-02-28,ART-1643,Article Industriel 643 Electronique,EMBALLAGE,979.81,27.5,ATELIER 1,0,ART-643,ELECTRONIQUE,EXPORT_EU,979.81
2026-03-15,ART-1421,Article Industriel 421 Visserie,ACHAT_DIR,414.9,196.71,depot b,1,ART-421,VISSERIE,CLIENT_AERO,414.9
2026-03-31,ART-1570,Article Industriel 570 Emballage,PROD_FINI,92.4,371.48,MAGASIN CENTRAL,0,ART-570,ÉMBALLAGÉ,INTERNE,92.4
2026-03-31,ART-1435,Article Industriel 435 Hydraulique,EMBALLAGE,1459.75,645.31,DEPOT B,0,ART-435,HYDRAULIQUE,EXPORT_EU,1459.75
2026-02-05,ART-1311,Article Industriel 311 Plastique,EMBALLAGE,1391.04,371.02,MAGASIN CENTRAL,0,ART-311,PLASTIQUE,CLIENT_AUTO,1391.04
2026-04-05,ART-1324,Article Industriel 324 Plastique,PROD_FINI,1286.72,0.00,DEPOT A,0,ART-324,PLASTIQUE,DIVERS_LOCAL,1286.72
2026-03-15,ART-1178,Article Industriel 178 Visserie,PROD_FINI,175.79,474.97,DEPOT B,0,ART-178,VISSERIE,EXPORT_EU,175.79
2026-01-15,ART-1493,Article Industriel 493 Plastique,COMPOSANT,709.13,390.2,DEPOT B,0,ART-493,PLASTIQUE,CLIENT_AUTO,709.13
2026-01-05,ART-1513,Article Industriel 513 Divers,ACHAT_DIR,1156.46,612.5,ATELIER 1,0,ART-513,DIVERS,EXPORT_EU,1156.46
2026-04-05,ART-1751,Article Industriel 751 Emballage,COMPOSANT,806.11,233.16,ATELIER 1,1,ART-751,EMBALLAGE,DIVERS_LOCAL,806.11
2026-04-05,ART-1349,Article Industriel 349 Metallurgie,PROD_FINI,367.63,30.21,DEPOT B,0,ART-349,METALLURGIE,DIVERS_LOCAL,367.63
2026-02-05, ART-1783 ,Article Industriel 783 Emballage,COMPOSANT,354.47,495.3,MAGASIN CENTRAL,0,ART-783,EMBALLAGE,CLIENT_AUTO,354.47
30-04-2026,ART-1027,Article Industriel 27 Visserie,COMPOSANT,1328.99,308.44,ATELIER 1,0,ART-27,VISSERIE,INTERNE,1328.99
2026-04-15,ART-1029,Article Industriel 29 Plastique,MAT_PREM,1122.43,100.42,atelier 1,0,ART-29,PLASTIQUE,INTERNE,1122.43
2026-04-15,ART-1230,Article Industriel 230 Hydraulique,ACHAT_DIR,707.61,111.15,ATELIER 1,0,ART-230,HYDRAULIQUE,INTERNE,707.61
2026-01-15,ART-1299,Article Industriel 299 Divers,COMPOSANT,1127.83,523.2,DEPOT NORD,0,ART-299,DIVERS,EXPORT_EU,1127.83
2026-04-30,ART-1624,Article Industriel 624 Electronique,PROD_FINI,177.15,587.78,DEPOT NORD,0,ART-624,ELECTRONIQUE,DIVERS_LOCAL,177.15
2026-03-15,ART-1533,Article Industriel 533 Hydraulique,COMPOSANT,777.19,92.24,DEPOT NORD,1,ART-533,HYDRAULIQUE,CLIENT_AERO,777.19
2026-03-15,ART-1143,Article Industriel 143 Visserie,MAT_PREM,1389.98,520.6,MAGASIN CENTRAL,1,ART-143,VISSERIE,DIVERS_LOCAL,1389.98
2026-03-31,ART-1478,Article Industriel 478 Hydraulique,PROD_FINI,902.92,25.72,MAGASIN CENTRAL,0,ART-478,HYDRAULIQUE,EXPORT_EU,902.92
2026-03-05,ART-1740,Article Industriel 740 Metallurgie,COMPOSANT,81.67,445.18,MAGASIN CENTRAL,1,ART-740,METALLURGIE,CLIENT_AUTO,8.17
2026-02-05,ART-1175,Article Industriel 175 Plastique,EMBALLAGE,1048.56,325.12,DEPOT A,0,ART-175,PLASTIQUE,EXPORT_EU,1048.56
